,id,text,relevance,support,emotion,screen_name,created_at,noramlized_text
5,4.89E+17,Did Israel Collude With ISIS to Justify Gaza Attack?: http://youtu.be/EfRyXnKbpaQÃ‚Â¬Ã¢â‚¬Â  via YouTube http://fb.me/3bnq1UvvJÃ‚Â¬Ã¢â‚¬Â ,1,-1,"{'document_tone': {'tone_categories': [{'tones': [{'score': 0.046555, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.108423, 'tone_id': 'disgust', 'tone_name': 'Disgust'}, {'score': 0.124971, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.014954, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.053025, 'tone_id': 'sadness', 'tone_name': 'Sadness'}], 'category_id': 'emotion_tone', 'category_name': 'Emotion Tone'}, {'tones': [{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.0, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.0, 'tone_id': 'tentative', 'tone_name': 'Tentative'}], 'category_id': 'language_tone', 'category_name': 'Language Tone'}, {'tones': [{'score': 0.03419, 'tone_id': 'openness_big5', 'tone_name': 'Openness'}, {'score': 0.709618, 'tone_id': 'conscientiousness_big5', 'tone_name': 'Conscientiousness'}, {'score': 0.562514, 'tone_id': 'extraversion_big5', 'tone_name': 'Extraversion'}, {'score': 0.756004, 'tone_id': 'agreeableness_big5', 'tone_name': 'Agreeableness'}, {'score': 0.871743, 'tone_id': 'emotional_range_big5', 'tone_name': 'Emotional Range'}], 'category_id': 'social_tone', 'category_name': 'Social Tone'}]}}",AJMacDonaldJr,1405369820,did israel collude with isis to justify gaza attack?: via youtube
9,5.40E+17,"SJP hosts discussion on Boycott, Divestment, Sanctions - NYU Washington Square News http://bit.ly/1HU6t5DÃ‚Â¬Ã¢â‚¬Â  #Palestine #Israel",1,-1,"{'document_tone': {'tone_categories': [{'tones': [{'score': 0.008683, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.152954, 'tone_id': 'disgust', 'tone_name': 'Disgust'}, {'score': 0.006992, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.108432, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.231148, 'tone_id': 'sadness', 'tone_name': 'Sadness'}], 'category_id': 'emotion_tone', 'category_name': 'Emotion Tone'}, {'tones': [{'score': 0.0, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.0, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.0, 'tone_id': 'tentative', 'tone_name': 'Tentative'}], 'category_id': 'language_tone', 'category_name': 'Language Tone'}, {'tones': [{'score': 0.328275, 'tone_id': 'openness_big5', 'tone_name': 'Openness'}, {'score': 0.409798, 'tone_id': 'conscientiousness_big5', 'tone_name': 'Conscientiousness'}, {'score': 0.806481, 'tone_id': 'extraversion_big5', 'tone_name': 'Extraversion'}, {'score': 0.841682, 'tone_id': 'agreeableness_big5', 'tone_name': 'Agreeableness'}, {'score': 0.312175, 'tone_id': 'emotional_range_big5', 'tone_name': 'Emotional Range'}], 'category_id': 'social_tone', 'category_name': 'Social Tone'}]}}",GazaOlive,1417510720,"sjp hosts discussion on boycott, divestment, sanctions - nyu washington square news"
10,4.87E+17,"@cosplayhassid @LigueDefJuifs Palestinians attack beaches, playgrounds, now  first amendment demonstration. Notice cops first question?",1,-1,"{'document_tone': {'tone_categories': [{'tones': [{'score': 0.074012, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.033363, 'tone_id': 'disgust', 'tone_name': 'Disgust'}, {'score': 0.144086, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.029804, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.056964, 'tone_id': 'sadness', 'tone_name': 'Sadness'}], 'category_id': 'emotion_tone', 'category_name': 'Emotion Tone'}, {'tones': [{'score': 0.948998, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.0, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.0, 'tone_id': 'tentative', 'tone_name': 'Tentative'}], 'category_id': 'language_tone', 'category_name': 'Language Tone'}, {'tones': [{'score': 0.107926, 'tone_id': 'openness_big5', 'tone_name': 'Openness'}, {'score': 0.748461, 'tone_id': 'conscientiousness_big5', 'tone_name': 'Conscientiousness'}, {'score': 0.172407, 'tone_id': 'extraversion_big5', 'tone_name': 'Extraversion'}, {'score': 0.392973, 'tone_id': 'agreeableness_big5', 'tone_name': 'Agreeableness'}, {'score': 0.622881, 'tone_id': 'emotional_range_big5', 'tone_name': 'Emotional Range'}], 'category_id': 'social_tone', 'category_name': 'Social Tone'}]}}",paulbaja,1404917854,"palestinians attack beaches, playgrounds, now first amendment demonstration. notice cops first question?"
14,5.24E+17,$600 left to reach our goal! Help SJP Chicago students go to Boston for the NSJP conf! #rt #chicago #palestine #sjp http://www.gofundme.com/euntq0Ã‚Â¬Ã¢â‚¬Â ,1,-1,"{'document_tone': {'tone_categories': [{'tones': [{'score': 0.005018, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.001017, 'tone_id': 'disgust', 'tone_name': 'Disgust'}, {'score': 0.015629, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.049205, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.106386, 'tone_id': 'sadness', 'tone_name': 'Sadness'}], 'category_id': 'emotion_tone', 'category_name': 'Emotion Tone'}, {'tones': [{'score': 0.054654, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.0, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.0, 'tone_id': 'tentative', 'tone_name': 'Tentative'}], 'category_id': 'language_tone', 'category_name': 'Language Tone'}, {'tones': [{'score': 0.007917, 'tone_id': 'openness_big5', 'tone_name': 'Openness'}, {'score': 0.592571, 'tone_id': 'conscientiousness_big5', 'tone_name': 'Conscientiousness'}, {'score': 0.264757, 'tone_id': 'extraversion_big5', 'tone_name': 'Extraversion'}, {'score': 0.896542, 'tone_id': 'agreeableness_big5', 'tone_name': 'Agreeableness'}, {'score': 0.6403, 'tone_id': 'emotional_range_big5', 'tone_name': 'Emotional Range'}], 'category_id': 'social_tone', 'category_name': 'Social Tone'}]}}",Adeeba__,1413727599,$600 left to reach our goal! help sjp chicago students go to boston for the nsjp conf!
21,9.56E+17,"Not a secret, but worth a read Ã¢â‚¬Å¡Ãƒâ€žÃƒÂ®> How Arafat Eluded IsraelÃ¢â‚¬Å¡Ãƒâ€žÃƒÂ´s Assassination Machine https://www.nytimes.com/2018/01/23/magazine/how-arafat-eluded-israels-assassination-machine.htmlÃ‚Â¬Ã¢â‚¬Â Ã¢â‚¬Å¡Ãƒâ€žÃ‚Â¶",1,-1,"{'document_tone': {'tone_categories': [{'tones': [{'score': 0.000101, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 7e-06, 'tone_id': 'disgust', 'tone_name': 'Disgust'}, {'score': 0.00309, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.026704, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.003219, 'tone_id': 'sadness', 'tone_name': 'Sadness'}], 'category_id': 'emotion_tone', 'category_name': 'Emotion Tone'}, {'tones': [{'score': 0.0, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.0, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.0, 'tone_id': 'tentative', 'tone_name': 'Tentative'}], 'category_id': 'language_tone', 'category_name': 'Language Tone'}, {'tones': [{'score': 0.117916, 'tone_id': 'openness_big5', 'tone_name': 'Openness'}, {'score': 0.293723, 'tone_id': 'conscientiousness_big5', 'tone_name': 'Conscientiousness'}, {'score': 0.543193, 'tone_id': 'extraversion_big5', 'tone_name': 'Extraversion'}, {'score': 0.59963, 'tone_id': 'agreeableness_big5', 'tone_name': 'Agreeableness'}, {'score': 0.451315, 'tone_id': 'emotional_range_big5', 'tone_name': 'Emotional Range'}], 'category_id': 'social_tone', 'category_name': 'Social Tone'}]}}",itxasdo,1516827502,"not a secret, but a read Ã¢â‚¬Å¡Ã£â€žÃ£Â®> how arafat eluded israelÃ¢â‚¬Å¡Ã£â€žÃ£Â´s assassination machine Ã¢â‚¬Å¡Ã£â€žÃ¢Â¶"
22,4.89E+17,Online Seller Offers Bombing 'Souvenir' From Israel-Gaza conflict http://dlvr.it/6Kdkj3Ã‚Â¬Ã¢â‚¬Â  #iPOst,1,0,"{'document_tone': {'tone_categories': [{'tones': [{'score': 0.023485, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.0045, 'tone_id': 'disgust', 'tone_name': 'Disgust'}, {'score': 0.099891, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.033866, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.326371, 'tone_id': 'sadness', 'tone_name': 'Sadness'}], 'category_id': 'emotion_tone', 'category_name': 'Emotion Tone'}, {'tones': [{'score': 0.0, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.0, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}], 'category_id': 'language_tone', 'category_name': 'Language Tone'}, {'tones': [{'score': 0.334668, 'tone_id': 'openness_big5', 'tone_name': 'Openness'}, {'score': 0.327024, 'tone_id': 'conscientiousness_big5', 'tone_name': 'Conscientiousness'}, {'score': 0.595173, 'tone_id': 'extraversion_big5', 'tone_name': 'Extraversion'}, {'score': 0.648511, 'tone_id': 'agreeableness_big5', 'tone_name': 'Agreeableness'}, {'score': 0.632237, 'tone_id': 'emotional_range_big5', 'tone_name': 'Emotional Range'}], 'category_id': 'social_tone', 'category_name': 'Social Tone'}]}}",sawetachai,1405375943,online seller offers bombing 'souvenir' from israel-gaza conflict
23,14909453159,RE @jewlicious A lilÃ¢â‚¬Å¡Ãƒâ€žÃƒÂ´ Russian #Israeli literature for your Shabbat http://j.mp/bL13UL http://j.mp/4GK3g7,0,0,"{'document_tone': {'tone_categories': [{'tones': [{'score': 0.002127, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.000804, 'tone_id': 'disgust', 'tone_name': 'Disgust'}, {'score': 0.226261, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.029547, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.021769, 'tone_id': 'sadness', 'tone_name': 'Sadness'}], 'category_id': 'emotion_tone', 'category_name': 'Emotion Tone'}, {'tones': [{'score': 0.0, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.0, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.0, 'tone_id': 'tentative', 'tone_name': 'Tentative'}], 'category_id': 'language_tone', 'category_name': 'Language Tone'}, {'tones': [{'score': 0.132111, 'tone_id': 'openness_big5', 'tone_name': 'Openness'}, {'score': 0.360274, 'tone_id': 'conscientiousness_big5', 'tone_name': 'Conscientiousness'}, {'score': 0.574734, 'tone_id': 'extraversion_big5', 'tone_name': 'Extraversion'}, {'score': 0.620671, 'tone_id': 'agreeableness_big5', 'tone_name': 'Agreeableness'}, {'score': 0.558952, 'tone_id': 'emotional_range_big5', 'tone_name': 'Emotional Range'}], 'category_id': 'social_tone', 'category_name': 'Social Tone'}]}}",jewishbloggers,1275056778,re a lilÃ¢â‚¬Å¡Ã£â€žÃ£Â´ russian literature for your shabbat
24,15561531870,RT @tweetminster: Turkish PM Erdogan may travel to Gaza himself to challenge IsraelÃ¢â‚¬Â°Ãƒâ€ºÃ‚Âªs blockade http://bit.ly/bp01sR,1,0,"{'document_tone': {'tone_categories': [{'tones': [{'score': 0.001966, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.000877, 'tone_id': 'disgust', 'tone_name': 'Disgust'}, {'score': 0.023398, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.02977, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.010863, 'tone_id': 'sadness', 'tone_name': 'Sadness'}], 'category_id': 'emotion_tone', 'category_name': 'Emotion Tone'}, {'tones': [{'score': 0.280616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.0, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.306912, 'tone_id': 'tentative', 'tone_name': 'Tentative'}], 'category_id': 'language_tone', 'category_name': 'Language Tone'}, {'tones': [{'score': 0.00987, 'tone_id': 'openness_big5', 'tone_name': 'Openness'}, {'score': 0.50439, 'tone_id': 'conscientiousness_big5', 'tone_name': 'Conscientiousness'}, {'score': 0.353374, 'tone_id': 'extraversion_big5', 'tone_name': 'Extraversion'}, {'score': 0.710217, 'tone_id': 'agreeableness_big5', 'tone_name': 'Agreeableness'}, {'score': 0.55738, 'tone_id': 'emotional_range_big5', 'tone_name': 'Emotional Range'}], 'category_id': 'social_tone', 'category_name': 'Social Tone'}]}}",?,1275837216,turkish pm erdogan may travel to gaza himself to challenge israelÃ¢â‚¬Â°Ã£â€ºÃ¢Âªs blockade
25,4.89E+17,#BBCTruth4Gaza BBC wonÃ¢â‚¬Å¡Ãƒâ€žÃƒÂ´t say #Israel doesnÃ¢â‚¬Å¡Ãƒâ€žÃƒÂ´t recognise humanity of Palestinians #Gaza,1,-1,"{'document_tone': {'tone_categories': [{'tones': [{'score': 0.001795, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.000252, 'tone_id': 'disgust', 'tone_name': 'Disgust'}, {'score': 0.005837, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.033321, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.008929, 'tone_id': 'sadness', 'tone_name': 'Sadness'}], 'category_id': 'emotion_tone', 'category_name': 'Emotion Tone'}, {'tones': [{'score': 0.176396, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.0, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.0, 'tone_id': 'tentative', 'tone_name': 'Tentative'}], 'category_id': 'language_tone', 'category_name': 'Language Tone'}, {'tones': [{'score': 0.090537, 'tone_id': 'openness_big5', 'tone_name': 'Openness'}, {'score': 0.300644, 'tone_id': 'conscientiousness_big5', 'tone_name': 'Conscientiousness'}, {'score': 0.531297, 'tone_id': 'extraversion_big5', 'tone_name': 'Extraversion'}, {'score': 0.601286, 'tone_id': 'agreeableness_big5', 'tone_name': 'Agreeableness'}, {'score': 0.437172, 'tone_id': 'emotional_range_big5', 'tone_name': 'Emotional Range'}], 'category_id': 'social_tone', 'category_name': 'Social Tone'}]}}",equalityjustice,1405361173,bbc wonÃ¢â‚¬Å¡Ã£â€žÃ£Â´t say doesnÃ¢â‚¬Å¡Ã£â€žÃ£Â´t recognise humanity of palestinians
28,4.94E+17,"This whole deal with Israel and Palestine is insane, if Mexico was lobbing rockets into Texas how long would would it be before we invaded?",1,1,"{'document_tone': {'tone_categories': [{'tones': [{'score': 0.017709, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.004643, 'tone_id': 'disgust', 'tone_name': 'Disgust'}, {'score': 0.065447, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.022978, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.101856, 'tone_id': 'sadness', 'tone_name': 'Sadness'}], 'category_id': 'emotion_tone', 'category_name': 'Emotion Tone'}, {'tones': [{'score': 0.445104, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.0, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.0, 'tone_id': 'tentative', 'tone_name': 'Tentative'}], 'category_id': 'language_tone', 'category_name': 'Language Tone'}, {'tones': [{'score': 0.561109, 'tone_id': 'openness_big5', 'tone_name': 'Openness'}, {'score': 0.998284, 'tone_id': 'conscientiousness_big5', 'tone_name': 'Conscientiousness'}, {'score': 0.962262, 'tone_id': 'extraversion_big5', 'tone_name': 'Extraversion'}, {'score': 0.962012, 'tone_id': 'agreeableness_big5', 'tone_name': 'Agreeableness'}, {'score': 0.934091, 'tone_id': 'emotional_range_big5', 'tone_name': 'Emotional Range'}], 'category_id': 'social_tone', 'category_name': 'Social Tone'}]}}",Duf1man,1406663145,"this whole deal with israel and palestine is insane, if mexico was lobbing rockets into texas how long would would it be before we invaded?"
35,4.85E+17,Healing the Enemy: An Israeli DoctorÃ¢â‚¬Å¡Ãƒâ€žÃƒÂ´s Lament: Righteousness or folly? http://bit.ly/1kgsSeXÃ‚Â¬Ã¢â‚¬Â ,1,1,"{'document_tone': {'tone_categories': [{'tones': [{'score': 0.006574, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 6.6e-05, 'tone_id': 'disgust', 'tone_name': 'Disgust'}, {'score': 0.069864, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.022568, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.063658, 'tone_id': 'sadness', 'tone_name': 'Sadness'}], 'category_id': 'emotion_tone', 'category_name': 'Emotion Tone'}, {'tones': [{'score': 0.005824, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.0, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.291123, 'tone_id': 'tentative', 'tone_name': 'Tentative'}], 'category_id': 'language_tone', 'category_name': 'Language Tone'}, {'tones': [{'score': 0.295993, 'tone_id': 'openness_big5', 'tone_name': 'Openness'}, {'score': 0.422177, 'tone_id': 'conscientiousness_big5', 'tone_name': 'Conscientiousness'}, {'score': 0.478817, 'tone_id': 'extraversion_big5', 'tone_name': 'Extraversion'}, {'score': 0.621864, 'tone_id': 'agreeableness_big5', 'tone_name': 'Agreeableness'}, {'score': 0.601348, 'tone_id': 'emotional_range_big5', 'tone_name': 'Emotional Range'}], 'category_id': 'social_tone', 'category_name': 'Social Tone'}]}}",Arutz7_Opinion,1404360726,healing the enemy: an israeli doctorÃ¢â‚¬Å¡Ã£â€žÃ£Â´s lament: righteousness or folly?
36,4.87E+17,"@Israel I will tell you one thing. Today, seven palestinians died from same family. Four of them are children.",1,-1,"{'document_tone': {'tone_categories': [{'tones': [{'score': 0.013234, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.002187, 'tone_id': 'disgust', 'tone_name': 'Disgust'}, {'score': 0.053611, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.046473, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.218465, 'tone_id': 'sadness', 'tone_name': 'Sadness'}], 'category_id': 'emotion_tone', 'category_name': 'Emotion Tone'}, {'tones': [{'score': 0.0, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.0, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.0, 'tone_id': 'tentative', 'tone_name': 'Tentative'}], 'category_id': 'language_tone', 'category_name': 'Language Tone'}, {'tones': [{'score': 0.412831, 'tone_id': 'openness_big5', 'tone_name': 'Openness'}, {'score': 0.714442, 'tone_id': 'conscientiousness_big5', 'tone_name': 'Conscientiousness'}, {'score': 0.107626, 'tone_id': 'extraversion_big5', 'tone_name': 'Extraversion'}, {'score': 0.992646, 'tone_id': 'agreeableness_big5', 'tone_name': 'Agreeableness'}, {'score': 0.2443, 'tone_id': 'emotional_range_big5', 'tone_name': 'Emotional Range'}], 'category_id': 'social_tone', 'category_name': 'Social Tone'}]}}",GGokkce,1404931628,"i will tell you one thing. today, seven palestinians died from same family. four of them are children."
